PMX Bone Weight
1.2673,18.80417,-0.47403,0.2686217,0.9067816,-0.3249455,è„îºêg2,ç∂å®,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
1.33672,18.8703,0.00471,0.2942212,0.955706,-0.00773162,ç∂å®,è„îºêg2,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
1.21404,18.81299,0.53707,0.2777314,0.8656912,0.4164661,è„îºêg2,ç∂å®,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
1.53532,18.69932,0.62263,0.2985746,0.8716001,0.3888015,ç∂å®,è„îºêg2,,,0.7,0.3,0,0,False,0,0,0,0,0,0,0,0,0
1.51139,18.366,0.9675201,0.2196802,0.480488,0.8490418,è„îºêg2,ç∂å®,,,0.65,0.35,0,0,False,0,0,0,0,0,0,0,0,0
1.16732,18.0432,1.12483,0.1469572,0.2187821,0.964644,è„îºêg2,ç∂å®,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
0.86023,18.48498,1.02949,0.1605609,0.530359,0.8324299,è„îºêg2,ç∂å®,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
0.4766,18.5441,1.05578,0.09621254,0.5284002,0.8435261,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.80512,18.08237,1.16156,0.1199586,0.2389772,0.9635869,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.41131,18.10763,1.20964,0.1082882,0.2593415,0.9596956,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.71161,17.01022,1.26869,0.1139197,-0.03345168,0.9929267,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.51273,16.20079,1.06552,0.3618929,-0.07998884,0.9287816,è„îºêg2,è„îºêg,,,0.65,0.35,0,0,False,0,0,0,0,0,0,0,0,0
0.69599,16.13584,1.20088,0.2247171,-0.07047823,0.9718719,è„îºêg2,è„îºêg,,,0.65,0.35,0,0,False,0,0,0,0,0,0,0,0,0
0,16.19516,1.36875,7.5896E-09,-0.05138893,0.9986788,è„îºêg2,è„îºêg,,,0.65,0.35,0,0,False,0,0,0,0,0,0,0,0,0
0.81915,19.11498,-0.5476,0.5895677,0.7484426,-0.3037164,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.09575,18.90994,-0.53227,0.7938853,0.5762838,-0.1940184,è„îºêg2,ç∂å®,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
0.79899,19.26085,-0.02961,0.6660963,0.7421049,-0.07480598,è„îºêg2,ç∂å®,,,0.83,0.17,0,0,False,0,0,0,0,0,0,0,0,0
1.08409,19.01325,-0.05705,0.6660963,0.7421049,-0.07480598,è„îºêg2,ç∂å®,,,0.55,0.45,0,0,False,0,0,0,0,0,0,0,0,0
0.8007,19.28404,0.38644,0.6589797,0.6247059,0.4189132,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.04235,18.98728,0.47404,0.6589797,0.6247059,0.4189132,è„îºêg2,ç∂å®,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
0.58338,18.92483,0.74501,0.3660612,0.3545357,0.860409,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.79437,19.08882,-0.52995,-0.6328771,-0.7196787,0.2855333,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.06943,18.85977,-0.48303,0.2536568,0.9043479,-0.3432389,è„îºêg2,ç∂å®,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
0.7716,19.23266,-0.02509,-0.693635,-0.716551,0.07365558,è„îºêg2,ç∂å®,,,0.83,0.17,0,0,False,0,0,0,0,0,0,0,0,0
0.77429,19.25903,0.37002,-0.6389537,-0.6115873,-0.4665825,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.01641,18.94388,0.45437,0.2786019,0.8169995,0.5048691,è„îºêg2,ç∂å®,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
0.50227,19.25897,0.54438,-0.3513426,-0.326569,-0.8774458,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.55337,18.89553,0.66884,-0.3513426,-0.326569,-0.8774458,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,19.25734,0.74038,0,-0.2478177,-0.9688067,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.52901,19.26034,0.63049,0.3660612,0.3545357,0.860409,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,19.26286,0.78929,0,0.2599085,0.9656332,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,18.87969,0.84972,0,0.2599085,0.9656332,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.30271,18.54956,-0.94676,0.16123,0.8238156,-0.5434453,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.15447,18.57497,-0.93321,0.1173539,0.7995532,-0.5890186,è„îºêg2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
